#,CPU,Type,Performance,Cores / threads,Year,TDP,Brand
1,Intel Xeon 6960P,server,74.09,72 / 144,2024,500 W,Intel
2209,Intel Pentium E2180,desktop,0.39,,2007,65 W,Intel
2210,Intel Celeron 2961Y,notebook,0.39,2 / 2,2013,512 W,Intel
2211,Intel Core 2 Duo L7200,notebook,0.39,2 /,2007,17 W,Intel
2212,Intel Celeron U3405,notebook,0.39,2 / 2,−,18 W,Intel
2213,Intel Celeron M 585,notebook,0.38,1 / 1,2008,1 W,Intel
2214,Intel Core 2 Duo L7700,notebook,0.38,2 / 2,−,4 W,Intel
2215,Intel Celeron 877,notebook,0.38,2 / 2,2012,512 W,Intel
2216,Intel Core 2 Duo T5900,notebook,0.38,2 / 2,2008,2 W,Intel
2217,Intel Core 2 Duo T5600,notebook,0.38,2 / 2,2006,2 W,Intel
2218,Intel Celeron J3060,desktop,0.38,2 / 2,2016,6 W,Intel
2219,Intel Pentium Dual Core T3200,notebook,0.38,2 / 2,2008,1 W,Intel
2220,Intel Pentium Dual Core T3400,notebook,0.38,2 / 2,2008,1 W,Intel
2221,Intel Pentium T3400,notebook,0.38,,2008,35 W,Intel
2222,Intel Core 2 Duo L7500,notebook,0.38,2 / 2,−,4 W,Intel
2223,Intel Pentium Dual-Core E2160,desktop,0.38,2 / 2,2007,65 W,Intel
2224,Intel Celeron N3060,notebook,0.37,2 / 2,2016,2 W,Intel
2225,Intel Core 2 Duo E6300,desktop,0.37,2 / 2,2006,65 W,Intel
2226,Intel Celeron N3000,notebook,0.37,2 / 2,2015,2 W,Intel
2227,Intel Pentium 967,notebook,0.36,2 / 2,2011,512 W,Intel
2228,Intel Celeron Dual-Core T3000,notebook,0.36,2 / 2,2009,1 W,Intel
2229,Intel Celeron T3000,notebook,0.36,,2009,35 W,Intel
2230,Intel Celeron Dual-Core T1500,notebook,0.36,2 / 2,2008,512 W,Intel
2231,Intel Core 2 Duo T5800,notebook,0.36,2 / 2,2008,2 W,Intel
2232,Intel Atom Z3740,notebook,0.36,4 / 4,2013,2 W,Intel
2233,Intel Core 2 Duo T5550,notebook,0.36,2 / 2,2008,2 W,Intel
2234,Intel Core 2 Duo T5670,notebook,0.36,2 / 2,2008,2 W,Intel
2235,Intel Celeron Dual-Core T3300,notebook,0.36,2 / 2,2010,1 W,Intel
2236,Intel Celeron T3300,notebook,0.36,,2010,35 W,Intel
2237,Intel Core i5-430UM,notebook,0.36,2 / 4,2010,512 W,Intel
2238,Intel Celeron E1500,desktop,0.35,2 / 2,2008,65 W,Intel
2239,Intel Celeron T3100,notebook,0.35,,2008,35 W,Intel
2240,Intel Pentium U5600,notebook,0.35,2 / 2,2011,512 W,Intel
2241,Intel Pentium 957,notebook,0.35,2 / 2,2011,512 W,Intel
2242,Intel Celeron N3010,notebook,0.35,2 / 2,2016,4 W,Intel
2243,Intel Core 2 Duo T7100,notebook,0.34,2 / 2,2007,2 W,Intel
2244,Intel Celeron N3050,notebook,0.34,2 / 2,2015,2 W,Intel
2245,Intel Core 2 Duo T5470,notebook,0.33,2 / 2,−,2 W,Intel
2246,Intel Celeron 867,notebook,0.33,2 / 2,2012,512 W,Intel
2247,Intel Core 2 Duo E4300,desktop,0.33,2 / 2,2006,65 W,Intel
2248,Intel Pentium 2129Y,notebook,0.33,2 / 2,2012,512 W,Intel
2249,Intel Pentium D 940,desktop,0.33,2 / 2,2006,130 W,Intel
2250,Intel Core 2 Duo T5450,notebook,0.33,2 / 2,−,2 W,Intel
2251,Intel Celeron B730,notebook,0.33,1 / 2,2012,256 W,Intel
2252,Intel Celeron 847E,desktop,0.33,2 / 2,−,17 W,Intel
2253,Intel Celeron N2840,notebook,0.33,2 / 2,2014,7 W,Intel
2254,Intel Pentium D 830,desktop,0.33,2 / 2,2005,130 W,Intel
2255,Intel Celeron G470,desktop,0.33,1 / 2,2013,35 W,Intel
2256,Intel Celeron 1019Y,notebook,0.33,2 / 2,2013,512 W,Intel
2257,Intel Celeron J1800,notebook,0.33,2 / 2,2013,1 W,Intel
2258,Intel Core 2 Duo T5500,notebook,0.32,2 / 2,2007,2 W,Intel
2259,Intel Celeron 857,notebook,0.32,2 / 2,2011,17 W,Intel
2260,Intel Pentium Dual Core T2410,notebook,0.32,2 / 2,2008,1 W,Intel
2261,Intel Core 2 Duo SU7300,notebook,0.32,2 / 2,2009,3 W,Intel
2262,Intel Celeron T1600,notebook,0.32,,2008,35 W,Intel
2263,Intel Celeron G465,desktop,0.32,1 / 1,2012,35 W,Intel
2264,Intel Pentium T2370,notebook,0.32,,2008,35 W,Intel
2265,Intel Core 2 Duo T5250,notebook,0.32,2 / 2,−,2 W,Intel
2266,Intel Core 2 Duo SP7500,notebook,0.31,2 / 2,2008,4 W,Intel
2267,Intel Pentium U5400,notebook,0.31,2 / 2,2010,512 W,Intel
2268,Intel Celeron N2830,notebook,0.31,2 / 2,2014,7 W,Intel
2269,Intel Core i3-330UM,notebook,0.31,2 / 4,2010,512 W,Intel
2270,Intel Celeron M 540,notebook,0.31,1 / 1,2007,1 W,Intel
2271,Intel Pentium Dual Core T2390,notebook,0.31,2 / 2,2008,1 W,Intel
2272,Intel Celeron U3600,notebook,0.31,2 / 2,2011,18 W,Intel
2273,Intel Celeron J1750,notebook,0.31,2 / 2,2013,1 W,Intel
2274,Intel Pentium Dual Core T2310,notebook,0.31,2 / 2,−,1 W,Intel
2275,Intel Pentium T2310,notebook,0.31,,2007,35 W,Intel
2276,Intel Core 2 Duo L7300,notebook,0.30,2 / 2,−,4 W,Intel
2277,Intel Celeron M 560,notebook,0.30,1 / 1,2008,1 W,Intel
2278,Intel Pentium Dual-Core E2140,desktop,0.30,2 / 2,2007,65 W,Intel
2279,Intel Pentium Dual Core T2330,notebook,0.30,2 / 2,−,1 W,Intel
2280,Intel Pentium T2330,notebook,0.30,,2007,35 W,Intel
2281,Intel Xeon 3.06,server,0.30,1 / 1,2003,97 W,Intel
2282,Intel Core 2 Duo T5300,notebook,0.30,2 / 2,−,2 W,Intel
2283,Intel Core 2 Duo SU9400,notebook,0.30,2 / 2,2008,3 W,Intel
2284,Intel Atom S1260,server,0.30,2 / 4,2012,9 W,Intel
2285,Intel Celeron U3400,notebook,0.29,2 / 2,2010,18 W,Intel
2286,Intel Celeron E1200,desktop,0.29,2 / 2,2008,65 W,Intel
2287,Intel Core 2 Duo L7400,notebook,0.29,2 /,2006,17 W,Intel
2288,Intel Celeron 847,notebook,0.29,2 / 2,2011,512 W,Intel
2289,Intel Pentium Dual Core SU4100,notebook,0.29,2 / 2,2009,2 W,Intel
2290,Intel Pentium SU4100,notebook,0.29,2 / 2,2009,10 W,Intel
2291,Intel Celeron N2820,notebook,0.29,2 / 2,2013,7 W,Intel
2292,Intel Celeron N2808,notebook,0.28,2 / 2,2014,4 W,Intel
2293,Intel Pentium D 820,desktop,0.28,2 / 2,2005,2 W,Intel
2294,Intel Core Duo T2700,notebook,0.28,2 / 2,2006,2 W,Intel
2295,Intel Celeron N2807,notebook,0.28,2 / 2,2014,4 W,Intel
2296,Intel Core 2 Duo SU9300,notebook,0.28,2 / 2,2008,3 W,Intel
2297,Intel Celeron G460,desktop,0.28,1 / 1,2011,35 W,Intel
2298,Intel Celeron N2815,notebook,0.28,2 / 2,2013,1 W,Intel
2299,Intel Celeron N2806,notebook,0.28,2 / 2,2013,4 W,Intel
2300,Intel Atom E3827,notebook,0.27,2 / 2,2013,8 W,Intel
2301,Intel Xeon 3.20,server,0.27,1 / 1,2003,97 W,Intel
2302,Intel Core 2 Duo T5200,notebook,0.27,2 / 2,2006,2 W,Intel
2303,Intel Pentium Extreme Edition 955,desktop,0.27,2 / 4,2005,130 W,Intel
2304,Intel Pentium D 915,desktop,0.27,2 / 2,2006,95 W,Intel
2305,Intel Core 2 Duo L7100,notebook,0.26,2 / 2,−,4 W,Intel
2306,Intel Atom D2700,notebook,0.26,2 / 4,2011,10 W,Intel
2307,Intel Celeron M 550,notebook,0.26,1 / 1,−,1 W,Intel
2308,Intel Celeron M U3400,notebook,0.26,2 / 2,2010,512 W,Intel
2309,Intel Core Duo T2600,notebook,0.26,2 / 2,2006,2 W,Intel
2310,Intel Celeron Dual-Core SU2300,notebook,0.26,2 / 2,2009,1 W,Intel
2311,Intel Celeron SU2300,notebook,0.26,,2009,10 W,Intel
2312,Intel Pentium Dual Core T2370,notebook,0.26,2 / 2,2008,1 W,Intel
2313,Intel Celeron 925,notebook,0.26,,2011,35 W,Intel
2314,Intel Atom N2800,notebook,0.25,2 / 4,2011,7 W,Intel
2315,Intel Xeon 2.66,server,0.25,1 / 1,2002,89 W,Intel
2316,Intel Atom D2560,notebook,0.25,2 / 4,2012,1 W,Intel
2317,Intel Celeron 450,desktop,0.25,1 / 1,2008,35 W,Intel
2318,Intel Core 2 Duo T5270,notebook,0.24,2 / 2,2008,2 W,Intel
2319,Intel Core 2 Duo U7700,notebook,0.24,2 / 2,2006,2 W,Intel
2320,Intel Celeron G440,desktop,0.24,1 / 1,2011,35 W,Intel
2321,Intel Core Duo T2450,notebook,0.23,2 / 2,−,2 W,Intel
2322,Intel Atom D2550,notebook,0.23,2 / 4,2011,10 W,Intel
2323,Intel Celeron 900,notebook,0.23,,2009,35 W,Intel
2324,Intel Core 2 Duo U7500,notebook,0.23,2 / 2,2006,2 W,Intel
2325,Intel Core Duo T2500,notebook,0.23,2 / 2,2006,2 W,Intel
2326,Intel Atom Z2580,notebook,0.23,2 / 4,2013,3 W,Intel
2327,Intel Atom E3805,notebook,0.23,2 / 2,−,1 W,Intel
2328,Intel Atom D510,notebook,0.23,2 / 4,2009,13 W,Intel
2329,Intel Xeon 5110,server,0.23,2 / 2,2006,65 W,Intel
2330,Intel Core Duo L2500,notebook,0.23,2 / 2,−,2 W,Intel
2331,Intel Celeron M 575,notebook,0.23,1 / 1,2008,1 W,Intel
2332,Intel Atom D525,notebook,0.23,2 / 4,2010,13 W,Intel
2333,Intel Celeron N2810,notebook,0.22,2 / 2,2013,7 W,Intel
2334,Intel Celeron 807,notebook,0.22,1 / 2,2012,256 W,Intel
2335,Intel Core Duo L2300,notebook,0.22,2 / 2,−,2 W,Intel
2336,Intel Core Duo T2350,notebook,0.22,2 / 2,−,2 W,Intel
2337,Intel Pentium Dual Core T2130,notebook,0.22,2 / 2,−,1 W,Intel
2338,Intel Pentium M 780,notebook,0.22,1 / 1,2005,27 W,Intel
2339,Intel Atom 330,notebook,0.22,2 / 4,2008,1 W,Intel
2340,Intel Atom Z550,notebook,0.22,1 / 2,2009,2.4 W,Intel
2341,Intel Atom E3825,notebook,0.21,2 / 2,2013,6 W,Intel
2342,Intel Atom Z2560,notebook,0.21,2 / 4,2013,3 W,Intel
2343,Intel Mobile Pentium 4 532,notebook,0.21,1 / 1,−,1 W,Intel
2344,Intel Celeron 827E,desktop,0.21,1 / 1,−,17 W,Intel
2345,Intel Celeron 440,desktop,0.21,1 / 1,2007,35 W,Intel
2346,Intel Core Duo T2400,notebook,0.21,2 / 2,2006,2 W,Intel
2347,Intel Atom N570,notebook,0.20,2 / 4,2011,9 W,Intel
2348,Intel Pentium M 765,notebook,0.20,1 / 1,2004,21 W,Intel
2349,Intel Core Duo T2250,notebook,0.20,2 / 2,2006,2 W,Intel
2350,Intel Atom Z540,notebook,0.20,1 / 2,2008,2.4 W,Intel
2351,Intel Core Duo L2400,notebook,0.20,2 / 2,−,2 W,Intel
2352,Intel Core 2 Duo U7600,notebook,0.20,2 / 2,2006,2 W,Intel
2353,Intel Atom E680,notebook,0.20,1 / 2,2010,4 W,Intel
2354,Intel Atom N2600,notebook,0.20,2 / 4,2011,4 W,Intel
2355,Intel Celeron 570,notebook,0.20,,2008,31 W,Intel
2356,Intel Pentium Dual Core T2080,notebook,0.19,2 / 2,−,1 W,Intel
2357,Intel Pentium 4 P4 3.0,desktop,0.19,1 / 1,−,512 W,Intel
2358,Intel Pentium 4 660,desktop,0.19,1 / 1,−,2 W,Intel
2359,Intel Celeron 560,notebook,0.19,,2008,31 W,Intel
2360,Intel Pentium M 750,notebook,0.19,1 / 1,2005,27 W,Intel
2361,Intel Pentium M 760,notebook,0.19,1 / 1,2005,27 W,Intel
2362,Intel Pentium 4 560,desktop,0.19,1 / 1,−,1 W,Intel
2363,Intel Celeron N2805,notebook,0.19,2 / 2,2013,4 W,Intel
2364,Intel Atom E3826,notebook,0.19,2 / 2,2013,7 W,Intel
2365,Intel Core Duo T2050,notebook,0.19,2 / 2,2005,2 W,Intel
2366,Intel Mobile Pentium 4 552,notebook,0.19,1 / 1,−,1 W,Intel
2367,Intel Pentium Dual Core T2060,notebook,0.19,2 / 2,−,1 W,Intel
2368,Intel Core Duo T2300,notebook,0.18,2 / 2,2006,2 W,Intel
2369,Intel Celeron M 530,notebook,0.18,1 / 1,−,1 W,Intel
2370,Intel Pentium M 770,notebook,0.18,1 / 1,2005,27 W,Intel
2371,Intel Pentium M 740,notebook,0.18,1 / 1,2005,27 W,Intel
2372,Intel Core 2 Solo U2200,notebook,0.18,1 / 1,−,1 W,Intel
2373,Intel Pentium III 1266S,desktop,0.18,1 / 1,2001,30 W,Intel
2374,Intel Celeron 540,notebook,0.17,,2007,30 W,Intel
2375,Intel Celeron 430,desktop,0.17,1 / 1,2007,35 W,Intel
2376,Intel Atom N550,notebook,0.17,2 / 4,2010,9 W,Intel
2377,Intel Atom Z2760,notebook,0.17,2 / 4,2012,3 W,Intel
2378,Intel Pentium M 735,notebook,0.17,1 / 1,2004,21 W,Intel
2379,Intel Celeron M 390,notebook,0.17,1 / 1,−,1 W,Intel
2380,Intel Pentium M 745,notebook,0.17,1 / 1,2004,21 W,Intel
2381,Intel Pentium M 725,notebook,0.16,1 / 1,2004,21 W,Intel
2382,Intel Pentium III 1133,desktop,0.16,1 / 1,2000,29 W,Intel
2383,Intel Pentium III 1200,desktop,0.16,1 / 1,2001,30 W,Intel
2384,Intel Pentium M 730,notebook,0.16,1 / 1,2005,27 W,Intel
2385,Intel Celeron D 352,desktop,0.16,1 / 1,2006,84 W,Intel
2386,Intel Pentium 4 630,desktop,0.15,1 / 2,−,2 W,Intel
2387,Intel Atom E660,notebook,0.15,1 / 2,2010,3 W,Intel
2388,Intel Celeron M 723,notebook,0.15,1 / 1,2008,1 W,Intel
2389,Intel Celeron M 380,notebook,0.15,1 / 1,−,1 W,Intel
2390,Intel Core 2 Solo SU3500,notebook,0.15,1 / 1,2009,3 W,Intel
2391,Intel Mobile Pentium 4 2.40,notebook,0.15,1 / 2,2003,60 W,Intel
2392,"Intel Pentium 4-M P4-M 1,7",notebook,0.15,1 / 1,−,512 W,Intel
2393,Intel Core 2 Solo SU3300,notebook,0.15,1 / 1,2008,3 W,Intel
2394,Intel Core Duo U2400,notebook,0.14,2 / 2,−,2 W,Intel
2395,Intel Atom Z500,notebook,0.14,1 / 1,2008,650 W,Intel
2396,Intel Pentium M 715,notebook,0.14,1 / 1,2004,21 W,Intel
2397,Intel Core Solo T1400,notebook,0.14,1 / 1,2006,2 W,Intel
2398,Intel Pentium SU2700,notebook,0.14,1 / 1,2009,10 W,Intel
2399,Intel Core Solo T1200,notebook,0.14,1 / 1,2006,2 W,Intel
2400,Intel Atom D2500,notebook,0.14,2 / 2,2011,10 W,Intel
2401,Intel Pentium M 758,notebook,0.14,1 / 1,−,2 W,Intel
2402,Intel Pentium M 705,notebook,0.14,1 / 1,−,1 W,Intel
2403,Intel Celeron 2.10,desktop,0.14,1 / 1,2002,73 W,Intel
2404,Intel Mobile Pentium 4 520,notebook,0.14,1 / 1,−,512 W,Intel
2405,Intel Celeron M 370,notebook,0.14,1 / 1,−,1 W,Intel
2406,Intel Celeron 807UE,desktop,0.14,1 / 1,−,10 W,Intel
2407,Intel Celeron M 743,notebook,0.14,1 / 1,2009,1 W,Intel
2408,Intel Pentium M 1.50,notebook,0.14,1 / 1,2003,24 W,Intel
2409,Intel Pentium 4 2.80,desktop,0.14,1 / 1,2002,110 W,Intel
2410,Intel Celeron M 520,notebook,0.14,1 / 1,−,1 W,Intel
2411,Intel Pentium M 1.70,notebook,0.14,1 / 1,2003,24 W,Intel
2412,Intel Core 2 Solo U2100,notebook,0.13,1 / 1,−,1 W,Intel
2413,Intel Celeron 420,desktop,0.13,1 / 1,2007,35 W,Intel
2414,Intel Celeron M 450,notebook,0.13,1 / 1,−,1 W,Intel
2415,Intel Celeron M 340,notebook,0.13,1 / 1,−,512 W,Intel
2416,Intel Pentium M 1.40,notebook,0.13,1 / 1,2003,24 W,Intel
2417,Intel Atom N470,notebook,0.13,1 / 2,2010,512 W,Intel
2418,Intel Core Duo U2500,notebook,0.13,2 / 2,−,2 W,Intel
2419,Intel Pentium 4 2.60,desktop,0.13,1 / 1,2002,92 W,Intel
2420,Intel Celeron M 360,notebook,0.13,1 / 1,−,1 W,Intel
2421,Intel Mobile Pentium 4 3.06,notebook,0.12,1 / 2,2003,70 W,Intel
2422,Intel Atom Z515,notebook,0.12,1 / 1,2009,650 W,Intel
2423,Intel Pentium M 738,notebook,0.12,1 / 1,−,2 W,Intel
2424,Intel Core Solo T1300,notebook,0.12,1 / 1,2006,2 W,Intel
2425,Intel Celeron 220,notebook,0.12,1 / 1,2007,512 W,Intel
2426,Intel Mobile Pentium 4 2.80,notebook,0.12,1 / 2,2003,68 W,Intel
2427,Intel Atom N450,notebook,0.12,1 / 2,2009,512 W,Intel
2428,Intel Pentium M 1300,notebook,0.11,1 / 1,−,1 W,Intel
2429,Intel Pentium M 1.30,notebook,0.11,1 / 1,2003,24 W,Intel
2430,Intel Atom Z510,notebook,0.11,1 / 1,2008,2 W,Intel
2431,Intel Core Solo T1350,notebook,0.11,1 / 1,2006,2 W,Intel
2432,Intel Pentium III 1400S,desktop,0.11,1 / 1,2002,32 W,Intel
2433,Intel Pentium M 1.60,notebook,0.11,1 / 1,2003,24 W,Intel
2434,Intel Atom E3815,notebook,0.11,1 / 1,2013,512 W,Intel
2435,Intel Pentium III 1400,desktop,0.11,1 / 1,2001,31 W,Intel
2436,Intel Pentium M 710,notebook,0.11,1 / 1,−,2 W,Intel
2437,Intel Celeron 2.80,desktop,0.11,1 / 1,2003,73 W,Intel
2438,Intel Atom N455,notebook,0.11,1 / 2,2010,512 W,Intel
2439,Intel Atom D425,notebook,0.10,1 / 2,2010,10 W,Intel
2440,Intel Atom Z530,notebook,0.10,1 / 2,2008,2.2 W,Intel
2441,Intel Mobile Pentium 4 2.66,notebook,0.10,1 / 2,2003,66 W,Intel
2442,Intel Atom D410,notebook,0.10,1 / 2,2010,10 W,Intel
2443,Intel Atom N475,notebook,0.10,1 / 2,2010,512 W,Intel
2444,Intel Pentium M 718,notebook,0.10,1 / 1,−,1 W,Intel
2445,Intel Celeron M 430,notebook,0.10,1 / 1,−,1 W,Intel
2446,Intel Celeron M 440,notebook,0.10,1 / 1,−,1 W,Intel
2447,Intel Atom 230,notebook,0.10,1 / 2,2008,512 W,Intel
2448,Intel Core Solo U1500,notebook,0.09,1 / 1,−,2 W,Intel
2449,Intel Pentium 4 2.53,desktop,0.09,1 / 1,2002,110 W,Intel
2450,Intel Celeron 2.70,desktop,0.09,1 / 1,2003,73 W,Intel
2451,Intel Atom Z670,notebook,0.09,1 / 2,2011,3 W,Intel
2452,Intel Atom N280,notebook,0.09,1 / 2,2009,512 W,Intel
2453,Intel Pentium 4 2.66,desktop,0.09,1 / 1,2002,110 W,Intel
2454,Intel Atom N435,notebook,0.09,1 / 2,2011,512 W,Intel
2455,Intel Pentium 4 2.26,desktop,0.09,1 / 1,2002,110 W,Intel
2456,Intel Celeron 2.30,desktop,0.08,1 / 1,2003,73 W,Intel
2457,Intel Celeron 2.60,desktop,0.08,1 / 1,2003,73 W,Intel
2458,Intel Celeron 2.40,desktop,0.08,1 / 1,2003,73 W,Intel
2459,Intel Pentium M 753,notebook,0.08,1 / 1,−,2 W,Intel
2460,Intel Celeron M 420,notebook,0.08,1 / 1,−,1 W,Intel
2461,Intel Celeron 2.20,desktop,0.08,1 / 1,2002,73 W,Intel
2462,Intel Atom N270,notebook,0.08,1 / 2,2008,512 W,Intel
2463,Intel Pentium 4 2.4 GHz,desktop,0.07,1 / 1,−,512 W,Intel
2464,Intel Pentium 4 2.40,desktop,0.07,1 / 1,2004,110 W,Intel
2465,Intel Core Solo U1400,notebook,0.07,1 / 1,−,2 W,Intel
2466,Intel Core Solo U1300,notebook,0.07,1 / 1,−,2 W,Intel
2467,Intel Celeron M 410,notebook,0.07,1 / 1,−,1 W,Intel
2468,Intel Celeron M 900,notebook,0.07,1 / 1,2009,1 W,Intel
2469,Intel Atom Z520,notebook,0.07,1 / 2,2008,2 W,Intel
2470,Intel Pentium 4 1.80,desktop,0.07,1 / 1,2001,67 W,Intel
2471,Intel Celeron B710,notebook,0.06,1 / 1,2011,256 W,Intel
1,AMD Ryzen Threadripper PRO 9995WX,server,100.00,96 / 192,2025,350 W,AMD
2,AMD EPYC 9755,server,94.32,128 / 256,2024,500 W,AMD
3,AMD EPYC 9965,server,91.17,192 / 384,2024,500 W,AMD
4,AMD EPYC 9655P,server,91.01,96 / 192,2024,400 W,AMD
5,AMD EPYC 9655,server,88.53,96 / 192,2024,400 W,AMD
6,AMD Ryzen Threadripper PRO 9985WX,server,87.54,64 / 128,2025,350 W,AMD
7,AMD EPYC 9845,server,86.76,160 / 320,2024,390 W,AMD
8,AMD EPYC 9575F,server,83.77,64 / 128,2024,400 W,AMD
9,AMD Ryzen Threadripper PRO 7995WX,server,81.10,96 / 192,2023,350 W,AMD
10,AMD Ryzen Threadripper 9980X,desktop,80.56,64 / 128,2025,350 W,AMD
11,AMD Ryzen Threadripper 7980X,desktop,77.00,64 / 128,2023,350 W,AMD
12,AMD EPYC 9555P,server,76.81,64 / 128,2024,360 W,AMD
13,AMD EPYC 9565,server,76.68,72 / 144,2024,400 W,AMD
14,AMD EPYC 9555,server,75.57,64 / 128,2024,360 W,AMD
15,AMD Ryzen Threadripper PRO 7985WX,server,75.51,64 / 128,2023,350 W,AMD
16,AMD EPYC 9745,server,74.12,128 / 256,2024,400 W,AMD
17,AMD EPYC 9475F,server,69.45,48 / 96,2024,400 W,AMD
18,AMD EPYC 9684X,server,69.19,96 / 192,2023,400 W,AMD
19,AMD EPYC 9654,server,67.62,96 / 192,2022,360 W,AMD
20,AMD EPYC 9455P,server,66.31,48 / 96,2024,300 W,AMD
21,AMD EPYC 9654P,server,65.97,96 / 192,2022,360 W,AMD
22,AMD Ryzen Threadripper 9970X,desktop,61.44,32 / 64,2025,350 W,AMD
23,AMD EPYC 9634,server,61.21,84 / 168,2022,290 W,AMD
24,AMD Ryzen Threadripper PRO 9975WX,server,60.38,32 / 64,2025,350 W,AMD
25,AMD EPYC 9554P,server,59.50,64 / 128,2022,360 W,AMD
26,AMD EPYC 9554,server,59.17,64 / 128,2022,360 W,AMD
27,AMD EPYC 9734,server,58.00,112 / 224,2023,340 W,AMD
28,AMD EPYC 9474F,server,57.99,48 / 96,2022,360 W,AMD
29,AMD Ryzen Threadripper 7970X,desktop,56.25,32 / 64,2023,350 W,AMD
30,AMD EPYC 9754,server,55.83,128 / 256,2023,360 W,AMD
31,AMD EPYC 9355P,server,55.15,32 / 64,2024,280 W,AMD
32,AMD Ryzen Threadripper PRO 7975WX,server,54.40,32 / 64,2023,350 W,AMD
33,AMD EPYC 9375F,server,54.31,32 / 64,2024,320 W,AMD
34,AMD Ryzen Threadripper PRO 5995WX,server,53.72,64 / 128,2022,280 W,AMD
35,AMD EPYC 9454P,server,53.69,48 / 96,2022,290 W,AMD
36,AMD Xeon Platinum 8570,server,53.15,56 / 112,2023,350 W,AMD
37,AMD Ryzen Threadripper PRO 9965WX,server,53.11,24 / 48,2025,350 W,AMD
38,AMD Ryzen Threadripper 9960X,desktop,52.63,24 / 48,2025,350 W,AMD
39,AMD Xeon Platinum 8368,server,52.20,38 / 76,2021,270 W,AMD
40,AMD EPYC 7773X,server,51.80,64 / 128,2022,280 W,AMD
41,AMD Xeon Platinum 8470,server,50.95,52 / 104,2023,350 W,AMD
42,AMD EPYC 9534,server,50.51,64 / 128,2022,280 W,AMD
43,AMD EPYC 9454,server,49.88,48 / 96,2022,290 W,AMD
44,AMD EPYC 7J13,server,48.08,64 / 128,2021,280 W,AMD
45,AMD EPYC 9275F,server,47.99,24 / 48,2024,320 W,AMD
46,AMD EPYC 7763,server,47.88,64 / 128,2021,280 W,AMD
47,AMD Xeon Platinum 8592+,server,47.64,64 / 128,2023,350 W,AMD
48,AMD Ryzen Threadripper 7960X,desktop,47.38,24 / 48,2023,350 W,AMD
49,AMD Ryzen Threadripper PRO 3995WX,server,47.20,64 / 128,2020,280 W,AMD
50,AMD EPYC 7713,server,47.08,64 / 128,2021,225 W,AMD
51,AMD Ryzen Threadripper PRO 7965WX,server,46.65,24 / 48,2023,350 W,AMD
52,AMD EPYC 7663,server,46.57,56 / 112,2021,240 W,AMD
53,AMD EPYC 9374F,server,46.51,32 / 64,2022,320 W,AMD
54,AMD EPYC 7713P,server,46.26,64 / 128,2021,225 W,AMD
55,AMD Ryzen Threadripper 3990X,desktop,45.30,64 / 128,2020,280 W,AMD
56,AMD Xeon Platinum 8568Y+,server,45.19,48 / 96,2023,350 W,AMD
57,AMD EPYC 7643P,server,43.84,48 / 96,2023,225 W,AMD
58,AMD EPYC 7C13,server,43.30,64 / 128,2021,225 W,AMD
59,AMD EPYC 7643,server,43.13,48 / 96,2021,225 W,AMD
60,AMD EPYC 9255,server,42.99,24 / 48,2024,200 W,AMD
61,AMD Ryzen Threadripper PRO 5975WX,server,42.59,32 / 64,2022,280 W,AMD
62,AMD Xeon Platinum 8461V,server,42.52,48 / 96,2023,300 W,AMD
63,AMD EPYC 9354P,server,42.42,32 / 64,2022,280 W,AMD
64,AMD EPYC 9274F,server,41.95,24 / 48,2022,320 W,AMD
65,AMD EPYC 9354,server,41.90,32 / 64,2022,280 W,AMD
66,AMD EPYC 7662,server,41.00,64 / 128,2020,225 W,AMD
67,AMD EPYC 9384X,server,40.90,32 / 64,2023,320 W,AMD
68,AMD EPYC 8534P,server,40.77,64 / 128,2023,200 W,AMD
69,AMD EPYC 4585PX,server,40.02,16 / 32,2025,170 W,AMD
70,AMD Ryzen 9 9950X3D,desktop,39.79,16 / 32,2025,170 W,AMD
71,AMD EPYC 7H12,server,39.49,64 / 128,2019,280 W,AMD
72,AMD EPYC 7742,server,39.38,64 / 128,2019,225 W,AMD
73,AMD EPYC 7573X,server,39.37,32 / 64,2022,280 W,AMD
74,AMD EPYC 7702,server,39.16,64 / 128,2019,200 W,AMD
75,AMD Xeon Platinum 8352Y,server,38.93,32 / 64,2021,205 W,AMD
76,AMD Xeon Platinum 8571N,server,38.78,52 / 104,2023,300 W,AMD
77,AMD Ryzen Threadripper PRO 9955WX,desktop,38.28,16 / 32,2025,350 W,AMD
78,AMD Ryzen Threadripper PRO 5965WX,server,37.78,24 / 48,2022,280 W,AMD
79,AMD EPYC 7543P,server,37.76,32 / 64,2021,225 W,AMD
80,AMD EPYC 8434P,server,37.71,48 / 96,2023,200 W,AMD
81,AMD EPYC 9175F,server,37.37,16 / 32,2024,320 W,AMD
82,AMD Ryzen 9 9950X,desktop,37.33,16 / 32,2024,170 W,AMD
83,AMD EPYC 9334,server,37.18,32 / 64,2022,210 W,AMD
84,AMD EPYC 75F3,server,36.58,32 / 64,2021,280 W,AMD
85,AMD EPYC 4564P,server,36.51,16 / 32,2024,170 W,AMD
86,AMD EPYC 9254,server,36.49,24 / 48,2022,200 W,AMD
87,AMD EPYC 4565P,server,36.33,16 / 32,2025,170 W,AMD
88,AMD EPYC 7702P,server,36.12,64 / 128,2019,200 W,AMD
89,AMD EPYC 7543,server,35.70,32 / 64,2021,225 W,AMD
